column_name,data_type,table
SRC_TAR_CHG_LINE,bigint,arpb_tx_moderate
PAT_AGING_DATE,timestamp,arpb_tx_moderate
INS_AGING_DATE,timestamp,arpb_tx_moderate
HOLD_AGING_YN,varchar(65535),arpb_tx_moderate
HOSP_ACCT_ID,"decimal(38,9)",arpb_tx_moderate
ORDER_ID,"decimal(38,9)",arpb_tx_moderate
CRD_ENC_FORM_NUM,bigint,arpb_tx_moderate
EXT_REF_NUM,varchar(65535),arpb_tx_moderate
REFERENCE_NUM,varchar(65535),arpb_tx_moderate
GL_DEBIT_NUM,varchar(65535),arpb_tx_moderate
GL_CREDIT_NUM,varchar(65535),arpb_tx_moderate
EXT_BILL_NUMBER,varchar(65535),arpb_tx_moderate
PMT_RECEIPT_NUM,varchar(65535),arpb_tx_moderate
PAT_TYPE_C,varchar(65535),arpb_tx_moderate
REFERRAL_PROV_ID,varchar(65535),arpb_tx_moderate
INSURANCE_AMT_PAID,"decimal(38,9)",arpb_tx_moderate
WRITEOFF_EXCEPT_C,bigint,arpb_tx_moderate
PAT_LOCATION_ID,"decimal(38,9)",arpb_tx_moderate
ORIG_PRICE,"decimal(38,9)",arpb_tx_moderate
EXP_REIMB_DYNAMIC,"decimal(38,9)",arpb_tx_moderate
EXPECTED_REIMB,"decimal(38,9)",arpb_tx_moderate
COVERAGE_PLAN_ID,"decimal(38,9)",arpb_tx_moderate
CVG_PLAN_GROUP_ID,varchar(65535),arpb_tx_moderate
MED_NEC_YN,varchar(65535),arpb_tx_moderate
PRIMARY_FEE_SCH_ID,"decimal(38,9)",arpb_tx_moderate
DEFAULT_FEE_SCH_ID,"decimal(38,9)",arpb_tx_moderate
TECHNICAL_CHG_FL_YN,varchar(65535),arpb_tx_moderate
CONTRACT_ID,"decimal(38,9)",arpb_tx_moderate
CNTR_DISCOUNT_AMT,varchar(65535),arpb_tx_moderate
REIMB_CNTR_ID,"decimal(38,9)",arpb_tx_moderate
REIMB_CNTR_DYN_ID,"decimal(38,9)",arpb_tx_moderate
UNDIST_TX_DATE,timestamp,arpb_tx_moderate
UNDIST_CHG_USER_ID,varchar(65535),arpb_tx_moderate
UNDIST_INSTANT,timestamp,arpb_tx_moderate
IS_TRANSFER,varchar(65535),arpb_tx_moderate
ORIGINAL_AMT_COPAY,"decimal(38,9)",arpb_tx_moderate
COPAY_INDICATOR_C,bigint,arpb_tx_moderate
CR_BAL_DB_YN,varchar(65535),arpb_tx_moderate
RECOUPMENT_YN,varchar(65535),arpb_tx_moderate
BAD_DEBT_CHG_YN,varchar(65535),arpb_tx_moderate
CASH_ID,"decimal(38,9)",arpb_tx_moderate
WORKSTATION_ID,varchar(65535),arpb_tx_moderate
AUTO_PAT_WO_C,bigint,arpb_tx_moderate
APW_OVRRD_C,bigint,arpb_tx_moderate
CROSS_OVER_YN,varchar(65535),arpb_tx_moderate
XVR_NRP_ONHOLD_YN,varchar(65535),arpb_tx_moderate
TX_USER_COMMENT,varchar(65535),arpb_tx_moderate
TX_COMMENT,varchar(65535),arpb_tx_moderate
LST_CLM_RUN_ID,varchar(65535),arpb_tx_moderate
CLM_SCRUB_NUM,varchar(65535),arpb_tx_moderate
CLM_SCRUB_LINE,bigint,arpb_tx_moderate
CONTESTED_YN,varchar(65535),arpb_tx_moderate
CONTEST_REASON_C,varchar(65535),arpb_tx_moderate
ORIGIN_C,varchar(65535),arpb_tx_moderate
MEA_IDENTIFIER_C,bigint,arpb_tx_moderate
CRC_CODE_C,bigint,arpb_tx_moderate
NDC_CODE_ID,varchar(65535),arpb_tx_moderate
TX_FILED_TIME,timestamp,arpb_tx_moderate
REIMB_CONTRACT_AMT,"decimal(38,9)",arpb_tx_moderate
EXT_CUR_AGENCY_ID,"decimal(38,9)",arpb_tx_moderate
EXT_CURAGNCY_STAT_C,bigint,arpb_tx_moderate
AR_CLASS_C,bigint,arpb_tx_moderate
EXTERNAL_ID,varchar(65535),arpb_tx_moderate
SURGICAL_LOG_ID,varchar(65535),arpb_tx_moderate
SUPPLY_ID,varchar(65535),arpb_tx_moderate
IMPLANT_ID,varchar(65535),arpb_tx_moderate
EXT_AGNCY_SENT_DTTM,timestamp,arpb_tx_moderate
FIRST_SELFPAY_DATE,timestamp,arpb_tx_moderate
PROV_TYPE_C,varchar(65535),arpb_tx_moderate
CLAIM_FORM_ID,varchar(65535),arpb_tx_moderate
CLAIM_ID,"decimal(38,9)",arpb_tx_moderate
IS_WK_COMP,varchar(65535),arpb_tx_moderate
REFUND_COUNT,bigint,arpb_tx_moderate
STATEMENT_FORM_ID,varchar(65535),arpb_tx_moderate
SEC_WRITE_OFF_YN,varchar(65535),arpb_tx_moderate
EOB_UPDATED_DT,timestamp,arpb_tx_moderate
RAD_THER_COMP_TX_ID,"decimal(38,9)",arpb_tx_moderate
RAD_THER_END_YN,varchar(65535),arpb_tx_moderate
RAD_THER_CLOSED_YN,varchar(65535),arpb_tx_moderate
START_TIME,timestamp,arpb_tx_moderate
STOP_TIME,timestamp,arpb_tx_moderate
SERVICE_TIME,timestamp,arpb_tx_moderate
ACCT_BAL_AS_OF_TX,"decimal(38,9)",arpb_tx_moderate
PURCHASESERVICE_AMT,"decimal(38,9)",arpb_tx_moderate
THIRD_PARTY_POS_ID,"decimal(38,9)",arpb_tx_moderate
MNL_RETRO_REASON_C,varchar(65535),arpb_tx_moderate
TYPE_OF_SERVICE_C,bigint,arpb_tx_moderate
DX_PRIM_CODESET_C,bigint,arpb_tx_moderate
DX_ALT_CODESET_C,bigint,arpb_tx_moderate
START_DATE,timestamp,arpb_tx_moderate
STOP_DATE,timestamp,arpb_tx_moderate
PROC_MINUTES,bigint,arpb_tx_moderate
CRD_CHARGE_SLIP_NO,"decimal(38,9)",arpb_tx_moderate
DELETE_FLAG,bigint,arpb_tx_moderate
ETL_LOAD_TS,timestamp,arpb_tx_moderate
ICD_PX_ID,varchar(65535),cl_icd_px
ICD_PX_NAME,varchar(65535),cl_icd_px
HCD_REC_STATE_C,bigint,cl_icd_px
PROCEDURE_NAME,varchar(65535),cl_icd_px
PROC_MASTER_NM,varchar(65535),cl_icd_px
SHORT_PROC_NAME,varchar(65535),cl_icd_px
BILL_DESC,varchar(65535),cl_icd_px
CM_PHY_OWNER_ID,varchar(65535),cl_icd_px
CM_LOG_OWNER_ID,varchar(65535),cl_icd_px
CODE_SET_C,bigint,cl_icd_px
REFERENCE_CODE,varchar(65535),cl_icd_px
PX_CODE,varchar(65535),cl_icd_px
REF_CODE,varchar(65535),cl_icd_px
REF_BILL_CODE,varchar(65535),cl_icd_px
REF_BILL_CODE_SET_C,bigint,cl_icd_px
INSTANT_OF_UPDATE_DTTM,timestamp,cl_icd_px
DELETE_FLAG,bigint,cl_icd_px
ETL_LOAD_TS,timestamp,cl_icd_px
ANSWER_ID,varchar(65535),cl_qanswer_qa
LINE,bigint,cl_qanswer_qa
QUEST_ID,varchar(65535),cl_qanswer_qa
QUEST_DAT,timestamp,cl_qanswer_qa
QUEST_ANSWER,varchar(65535),cl_qanswer_qa
QUEST_COMMENT,varchar(65535),cl_qanswer_qa
QUEST_LINE_NUM,bigint,cl_qanswer_qa
QUEST_EDIT_USER_ID,varchar(65535),cl_qanswer_qa
CM_PHY_OWNER_ID,varchar(65535),cl_qanswer_qa
CM_LOG_OWNER_ID,varchar(65535),cl_qanswer_qa
QUESTION_INSTANT,timestamp,cl_qanswer_qa
QUEST_DATE_REAL,double,cl_qanswer_qa
VARCHAR_ANSWER,varchar(65535),cl_qanswer_qa
NUMERIC_ANSWER,bigint,cl_qanswer_qa
FLOAT_ANSWER,double,cl_qanswer_qa
IS_NULL,bigint,cl_qanswer_qa
QUESTION_SDI,varchar(65535),cl_qanswer_qa
QUESN_SDI_FILED_YN,varchar(65535),cl_qanswer_qa
DATETIME_ANSWER,timestamp,cl_qanswer_qa
TIME_ANSWER,varchar(65535),cl_qanswer_qa
SCORE_STD_ERR,"decimal(38,9)",cl_qanswer_qa
DOC_INFO_ID,varchar(65535),cl_qanswer_qa
SCORING_METHOD_C,bigint,cl_qanswer_qa
FOL_UP_PAR_QUEST_ID,varchar(65535),cl_qanswer_qa
PAT_LOC_DOC_ID,varchar(65535),cl_qanswer_qa
ANSWER_SEVERITY_C,bigint,cl_qanswer_qa
ANSWER_DISPLAY_NAME,varchar(65535),cl_qanswer_qa
DELETE_FLAG,bigint,cl_qanswer_qa
ETL_LOAD_TS,timestamp,cl_qanswer_qa
FORM_ID,varchar(65535),cl_qform
FORM_NAME,varchar(65535),cl_qform
RECORD_STATE,bigint,cl_qform
FORM_TYPE_C,bigint,cl_qform
USE_OF_FORM,varchar(65535),cl_qform
REPORT_NAME,varchar(65535),cl_qform
SORT_ORDER,bigint,cl_qform
VB_FORM_NAME,varchar(65535),cl_qform
COMMENTS,varchar(65535),cl_qform
CM_PHY_OWNER_ID,varchar(65535),cl_qform
CM_LOG_OWNER_ID,varchar(65535),cl_qform
PAT_FRNDLY_NAME,varchar(65535),cl_qform
REPORT_ID,varchar(65535),cl_qform
VB_FORM_ID,"decimal(38,9)",cl_qform
LISTED_YN,varchar(65535),cl_qform
SOURCE_QUEST_ID,varchar(65535),cl_qform
FORM_CLASS_C,bigint,cl_qform
SOURCE_FORM,"decimal(38,9)",cl_qform
PG_FORM_LPG_ID,"decimal(38,9)",cl_qform
QUESR_PRETEXT,varchar(65535),cl_qform
QUESR_POSTTEXT,varchar(65535),cl_qform
RECORD_STATE_C,bigint,cl_qform
SORT_ORDER_C,bigint,cl_qform
QUESR_ANS_VLD_DAYS,bigint,cl_qform
THRD_PRTY_CNTNT_C,bigint,cl_qform
CAT_TYPE_C,bigint,cl_qform
QUESR_PRETXT_ETX_ID,varchar(65535),cl_qform
QUESR_POSTXT_ETX_ID,varchar(65535),cl_qform
QUES_SCORING_C,bigint,cl_qform
CONV_FROM_HX_TEMPLATE_ID,varchar(65535),cl_qform
ALLOW_TKT_WO_ACCT_YN,varchar(65535),cl_qform
OVERRIDE_STATUS_C,bigint,cl_qform
OVERRIDE_CONTEXT,varchar(65535),cl_qform
ORIGINAL_FORM_ID,varchar(65535),cl_qform
PROM_CONCEPT_ID,varchar(65535),cl_qform
DELETE_FLAG,bigint,cl_qform
ETL_LOAD_TS,timestamp,cl_qform
QUEST_ID,varchar(65535),cl_qquest
QUEST_NAME,varchar(65535),cl_qquest
RECORD_STATE,varchar(65535),cl_qquest
QUEST_TYPE_C,bigint,cl_qquest
HCF_QUEST_LPP_ID,"decimal(38,9)",cl_qquest
HCF_FILING_LPP_ID,"decimal(38,9)",cl_qquest
REG_RESP_INI,varchar(65535),cl_qquest
REG_RESP_ITEM,varchar(65535),cl_qquest
REG_RESP_TYPE_C,bigint,cl_qquest
CM_PHY_OWNER_ID,varchar(65535),cl_qquest
CM_LOG_OWNER_ID,varchar(65535),cl_qquest
FLO_ID,varchar(65535),cl_qquest
COPY_FORWARD_YN,varchar(65535),cl_qquest
HPI_ELEMENT_PROMPT,varchar(65535),cl_qquest
HPI_ELEMENT_TYPE_C,bigint,cl_qquest
IS_FOLLOWUP_YN,varchar(65535),cl_qquest
CONV_FROM_HX_TEMPLATE_ID,varchar(65535),cl_qquest
PAT_FRIENDLY_QUEST_NAME,varchar(65535),cl_qquest
RESULTS_NETWORK_UNIQUE_IDENT,varchar(65535),cl_qquest
PROM_CONCEPT_ID,varchar(65535),cl_qquest
DELETE_FLAG,bigint,cl_qquest
ETL_LOAD_TS,timestamp,cl_qquest
QUEST_ID,varchar(65535),cl_qquest_ovtm
CONTACT_DATE_REAL,"decimal(38,9)",cl_qquest_ovtm
CONTACT_DATE,timestamp,cl_qquest_ovtm
QUESTION,varchar(65535),cl_qquest_ovtm
ABBR_QUESTION,varchar(65535),cl_qquest_ovtm
RESP_TYPE_C,bigint,cl_qquest_ovtm
RESP_INI,varchar(65535),cl_qquest_ovtm
RESP_ITEM,varchar(65535),cl_qquest_ovtm
ADD_INFO_NOTE,varchar(65535),cl_qquest_ovtm
IS_RESP_REQ_YN,varchar(65535),cl_qquest_ovtm
QUEST_PER_ORD_YN,varchar(65535),cl_qquest_ovtm
IS_MULT_RESP_YN,varchar(65535),cl_qquest_ovtm
FILE_INI,varchar(65535),cl_qquest_ovtm
FILE_ITEM,varchar(65535),cl_qquest_ovtm
SAVE_COMMENT_ITEM,varchar(65535),cl_qquest_ovtm
CUSTOM_FILE_CODE,varchar(65535),cl_qquest_ovtm
IS_RELEASED_YN,varchar(65535),cl_qquest_ovtm
RESTRICT_BY_SEX_C,varchar(65535),cl_qquest_ovtm
AGE_FROM,bigint,cl_qquest_ovtm
AGE_TO,bigint,cl_qquest_ovtm
IS_CONFIDENTIAL_YN,varchar(65535),cl_qquest_ovtm
VALIDATE_LPP_ID,"decimal(38,9)",cl_qquest_ovtm
FLAG_FOR_C,bigint,cl_qquest_ovtm
FLAG_IF_C,bigint,cl_qquest_ovtm
FLAG_LPP_ID,"decimal(38,9)",cl_qquest_ovtm
LIST_LPP_ID,"decimal(38,9)",cl_qquest_ovtm
CM_PHY_OWNER_ID,varchar(65535),cl_qquest_ovtm
CM_LOG_OWNER_ID,varchar(65535),cl_qquest_ovtm
SPL_ITM_FLG_C,bigint,cl_qquest_ovtm
HIDE_COMMENTS_YN,varchar(65535),cl_qquest_ovtm
SUM_QUES_DISP,varchar(65535),cl_qquest_ovtm
SUM_QUES_OVER_YN,varchar(65535),cl_qquest_ovtm
EXCLUSION_CODE,varchar(65535),cl_qquest_ovtm
INDEX_ITEM,varchar(65535),cl_qquest_ovtm
INDEX_VALUE,varchar(65535),cl_qquest_ovtm
QF_DATA_REQ_C,bigint,cl_qquest_ovtm
CUSTOM_FILE_LPP_ID,"decimal(38,9)",cl_qquest_ovtm
CUSTOM_LOAD_LPP_ID,"decimal(38,9)",cl_qquest_ovtm
CONCEPT_IDENTIFIER,varchar(65535),cl_qquest_ovtm
CONTEXT_ID,"decimal(38,9)",cl_qquest_ovtm
MYC_IS_OMIT_YN,varchar(65535),cl_qquest_ovtm
FORMULA_CALC_PPT_ID,"decimal(38,9)",cl_qquest_ovtm
KIOSK_NUM_FORMAT,varchar(65535),cl_qquest_ovtm
RELEASE_STATUS_C,bigint,cl_qquest_ovtm
RELEASE_DTTM,timestamp,cl_qquest_ovtm
DECOMMISSIONED_DTTM,timestamp,cl_qquest_ovtm
CM_CT_OWNER_ID,varchar(65535),cl_qquest_ovtm
OASIS_VERSION_C,bigint,cl_qquest_ovtm
SECTION_PROGID,varchar(65535),cl_qquest_ovtm
PRINT_GROUP_ID,"decimal(38,9)",cl_qquest_ovtm
LOGICAL_ORDER,bigint,cl_qquest_ovtm
CONTACT_NUMBER,bigint,cl_qquest_ovtm
DIGIT_AFTER_DECIMAL,bigint,cl_qquest_ovtm
GUIDE_GOAL,varchar(65535),cl_qquest_ovtm
SORT_ANS_BY_NAME_YN,varchar(65535),cl_qquest_ovtm
QUESTION_FMT_C,bigint,cl_qquest_ovtm
DFLT_SMARTTEXT_ID,varchar(65535),cl_qquest_ovtm
PAT_ENC_CSN_ID,"decimal(38,9)",cl_qquest_ovtm
CAT_DISP_FMT_C,bigint,cl_qquest_ovtm
RESTRICT_BY_RULE_ID,varchar(65535),cl_qquest_ovtm
INT_USE_ONLY_YN,varchar(65535),cl_qquest_ovtm
AGE_FROM_UNIT_C,bigint,cl_qquest_ovtm
AGE_THRU_UNIT_C,bigint,cl_qquest_ovtm
QUESN_GR_LAYOUT_C,bigint,cl_qquest_ovtm
NOTES_HTML_OVERRIDE,varchar(65535),cl_qquest_ovtm
PAT_DRAWING_PATH,varchar(65535),cl_qquest_ovtm
PAT_ENT_CMT_PROMPT,varchar(65535),cl_qquest_ovtm
PAT_SDE_FILE_LOC_C,bigint,cl_qquest_ovtm
HIS_VERSION_C,bigint,cl_qquest_ovtm
HSPC_HIS_ITEM_CODE,varchar(65535),cl_qquest_ovtm
MAX_TEXT_RESP_LEN,bigint,cl_qquest_ovtm
QUES_RESP_SUFFIX,varchar(65535),cl_qquest_ovtm
QUESTION_CSN_ID,"decimal(38,9)",cl_qquest_ovtm
DELETE_FLAG,bigint,cl_qquest_ovtm
ETL_LOAD_TS,timestamp,cl_qquest_ovtm
EVENT_ID,"decimal(38,9)",clarity_adt
EVENT_TYPE_C,bigint,clarity_adt
EVENT_SUBTYPE_C,bigint,clarity_adt
DEPARTMENT_ID,"decimal(38,9)",clarity_adt
ROOM_ID,varchar(65535),clarity_adt
ROOM_CSN_ID,"decimal(38,9)",clarity_adt
BED_ID,varchar(65535),clarity_adt
BED_CSN_ID,"decimal(38,9)",clarity_adt
BED_STATUS_C,bigint,clarity_adt
EFFECTIVE_TIME,timestamp,clarity_adt
PAT_ID,varchar(65535),clarity_adt
PAT_ENC_DATE_REAL,double,clarity_adt
PAT_ENC_CSN_ID,"decimal(38,9)",clarity_adt
EVENT_TIME,timestamp,clarity_adt
USER_ID,varchar(65535),clarity_adt
PAT_CLASS_C,varchar(65535),clarity_adt
PAT_SERVICE_C,varchar(65535),clarity_adt
PAT_LVL_OF_CARE_C,varchar(65535),clarity_adt
DELETE_TIME,timestamp,clarity_adt
CANC_EVENT_ID,"decimal(38,9)",clarity_adt
XFER_EVENT_ID,"decimal(38,9)",clarity_adt
SWAP_EVENT_ID,"decimal(38,9)",clarity_adt
COMMENTS,varchar(65535),clarity_adt
REASON_C,varchar(65535),clarity_adt
ACCOMMODATION_C,varchar(65535),clarity_adt
ACCOM_REASON_C,bigint,clarity_adt
ADM_EVENT_ID,"decimal(38,9)",clarity_adt
DIS_EVENT_ID,"decimal(38,9)",clarity_adt
CM_PHY_OWNER_ID,varchar(65535),clarity_adt
CM_LOG_OWNER_ID,varchar(65535),clarity_adt
ALT_EVENT_TYPE_C,bigint,clarity_adt
ORIG_EVENT_TIME,timestamp,clarity_adt
PREV_UPD_EVNT_TIME,timestamp,clarity_adt
ORIG_EFF_TIME,timestamp,clarity_adt
PREV_UPD_EFF_TIME,timestamp,clarity_adt
XFER_IN_EVENT_ID,"decimal(38,9)",clarity_adt
NEXT_OUT_EVENT_ID,"decimal(38,9)",clarity_adt
LAST_IN_EVENT_ID,"decimal(38,9)",clarity_adt
STATUS_OF_BED_C,varchar(65535),clarity_adt
EVT_CANCEL_USER_ID,varchar(65535),clarity_adt
BASE_PAT_CLASS_C,bigint,clarity_adt
PREV_EVENT_ID,"decimal(38,9)",clarity_adt
SEQ_NUM_IN_ENC,"decimal(38,9)",clarity_adt
SEQ_NUM_IN_BED_MIN,"decimal(38,9)",clarity_adt
CANCEL_REASON_C,varchar(65535),clarity_adt
OUT_EVENT_TYPE_C,bigint,clarity_adt
IN_EVENT_TYPE_C,bigint,clarity_adt
FROM_BASE_CLASS_C,bigint,clarity_adt
TO_BASE_CLASS_C,bigint,clarity_adt
LABOR_STATUS_C,bigint,clarity_adt
FIRST_IP_IN_IP_YN,varchar(65535),clarity_adt
ORDER_ID,"decimal(38,9)",clarity_adt
SOURCE_LOC_EVNT_ID,"decimal(38,9)",clarity_adt
EVNT_REVIEW_C,bigint,clarity_adt
REVIEW_DTTM,timestamp,clarity_adt
REVIEW_USER_ID,varchar(65535),clarity_adt
LOA_REASON_C,bigint,clarity_adt
ORIGINAL_EVENT_ID,"decimal(38,9)",clarity_adt
ACTION_SOURCE_C,bigint,clarity_adt
